_id,id,genero,edad,ocupacion,cp,len_cp
ObjectId("5e48218d6431aa02622c129a"),2816,M,25,7,60015,5
ObjectId("5e48218d6431aa02622c129b"),2817,M,35,12,53130,5
ObjectId("5e48218d6431aa02622c129c"),2818,M,25,12,55106,5
ObjectId("5e48218d6431aa02622c129d"),2819,M,45,14,44122,5
ObjectId("5e48218d6431aa02622c129e"),2820,F,35,0,02138,5
ObjectId("5e48218d6431aa02622c129f"),2821,M,18,20,10036,5
ObjectId("5e48218d6431aa02622c12a0"),2822,M,50,7,10003,5
ObjectId("5e48218d6431aa02622c12a1"),2823,M,25,4,02452,5
ObjectId("5e48218d6431aa02622c12a2"),2824,M,18,4,02111,5
ObjectId("5e48218d6431aa02622c12a3"),2825,F,25,20,94014,5
ObjectId("5e48218d6431aa02622c12a4"),2826,M,35,12,10011,5
ObjectId("5e48218d6431aa02622c12a5"),2827,M,25,17,94063,5
ObjectId("5e48218d6431aa02622c12a6"),2828,M,18,4,02454,5
ObjectId("5e48218d6431aa02622c12a7"),2829,M,45,20,10013,5
ObjectId("5e48218d6431aa02622c12a8"),2830,M,35,7,94506,5
ObjectId("5e48218d6431aa02622c12a9"),2831,M,25,0,32225,5
ObjectId("5e48218d6431aa02622c12aa"),2832,M,25,17,20036,5
ObjectId("5e48218d6431aa02622c12ab"),2833,M,25,15,85003,5
ObjectId("5e48218d6431aa02622c12ac"),2834,M,35,1,33304,5
ObjectId("5e48218d6431aa02622c12ad"),2835,M,35,20,60622,5
ObjectId("5e48218d6431aa02622c12ae"),2836,M,25,12,07974,5
ObjectId("5e48218d6431aa02622c12af"),2837,M,18,0,49506,5
ObjectId("5e48218d6431aa02622c12b0"),2838,M,18,1,95864,5
ObjectId("5e48218d6431aa02622c12b1"),2839,M,25,17,10003,5
ObjectId("5e48218d6431aa02622c12b2"),2840,M,25,0,60660,5
ObjectId("5e48218d6431aa02622c12b3"),2841,M,50,12,98056,5
ObjectId("5e48218d6431aa02622c12b4"),2842,M,35,17,30145,5
ObjectId("5e48218d6431aa02622c12b5"),2843,F,25,4,78705,5
ObjectId("5e48218d6431aa02622c12b6"),2844,M,25,20,87103,5
ObjectId("5e48218d6431aa02622c12b7"),2845,M,25,4,74074,5
ObjectId("5e48218d6431aa02622c12b8"),2846,F,18,4,91604,5
ObjectId("5e48218d6431aa02622c12b9"),2847,M,18,4,10027,5
ObjectId("5e48218d6431aa02622c12ba"),2848,M,25,0,47401,5
ObjectId("5e48218d6431aa02622c12bb"),2849,M,45,11,94114,5
ObjectId("5e48218d6431aa02622c12bc"),2850,M,18,20,94608,5
ObjectId("5e48218d6431aa02622c12bd"),2851,F,25,7,94107,5
ObjectId("5e48218d6431aa02622c12be"),2852,M,25,12,98037,5
ObjectId("5e48218d6431aa02622c12c0"),2854,F,18,4,64151,5
ObjectId("5e48218d6431aa02622c12c1"),2855,M,25,4,94102,5
ObjectId("5e48218d6431aa02622c12c2"),2856,M,35,11,22030,5
ObjectId("5e48218d6431aa02622c12c3"),2857,M,25,0,10469,5
ObjectId("5e48218d6431aa02622c12c4"),2858,F,1,10,72601,5
ObjectId("5e48218d6431aa02622c12c5"),2859,M,18,1,95814,5
ObjectId("5e48218d6431aa02622c12c6"),2860,M,35,17,20009,5
ObjectId("5e48218d6431aa02622c12c7"),2861,M,25,15,06510,5
ObjectId("5e48218d6431aa02622c12c8"),2862,M,45,7,55066,5
ObjectId("5e48218d6431aa02622c12c9"),2863,F,25,2,27705,5
ObjectId("5e48218d6431aa02622c12ca"),2864,F,35,3,11725,5
ObjectId("5e48218d6431aa02622c12cb"),2865,F,25,6,21014,5
ObjectId("5e48218d6431aa02622c12cc"),2866,M,25,7,53717,5
ObjectId("5e48218d6431aa02622c12cd"),2867,M,45,17,15204,5
ObjectId("5e48218d6431aa02622c12ce"),2868,M,35,12,94025,5
ObjectId("5e48218d6431aa02622c12cf"),2869,M,50,17,07650,5
ObjectId("5e48218d6431aa02622c12d0"),2870,M,50,18,95472,5
ObjectId("5e48218d6431aa02622c12d1"),2871,F,25,14,98110,5
ObjectId("5e48218d6431aa02622c12d2"),2872,M,25,20,94014,5
ObjectId("5e48218d6431aa02622c12d3"),2873,F,18,4,64093,5
ObjectId("5e48218d6431aa02622c12d4"),2874,F,35,20,20036,5
ObjectId("5e48218d6431aa02622c12d5"),2875,M,25,2,10013,5
ObjectId("5e48218d6431aa02622c12d6"),2876,M,25,17,02149,5
ObjectId("5e48218d6431aa02622c12d7"),2877,M,35,1,80687,5
ObjectId("5e48218d6431aa02622c12d8"),2878,F,50,20,88005,5
ObjectId("5e48218d6431aa02622c12d9"),2879,M,18,4,60062,5
ObjectId("5e48218d6431aa02622c12da"),2880,M,18,12,55405,5
ObjectId("5e48218d6431aa02622c12db"),2881,F,25,12,77019,5
ObjectId("5e48218d6431aa02622c12dc"),2882,M,18,20,78759,5
ObjectId("5e48218d6431aa02622c12dd"),2883,M,18,20,30101,5
ObjectId("5e48218d6431aa02622c12de"),2884,F,50,3,53222,5
ObjectId("5e48218d6431aa02622c12df"),2885,F,18,1,80302,5
ObjectId("5e48218d6431aa02622c12e0"),2886,M,18,4,60073,5
ObjectId("5e48218d6431aa02622c12e1"),2887,M,25,3,66205,5
ObjectId("5e48218d6431aa02622c12e2"),2888,M,25,14,55438,5
ObjectId("5e48218d6431aa02622c12e3"),2889,M,35,3,55104,5
ObjectId("5e48218d6431aa02622c12e4"),2890,M,35,7,90069,5
ObjectId("5e48218d6431aa02622c12e5"),2891,F,18,4,66044,5
ObjectId("5e48218d6431aa02622c12e6"),2892,M,25,4,84064,5
ObjectId("5e48218d6431aa02622c12e7"),2893,M,25,1,94025,5
ObjectId("5e48218d6431aa02622c12e8"),2894,M,18,4,44130,5
ObjectId("5e48218d6431aa02622c12e9"),2895,M,25,11,07039,5
ObjectId("5e48218d6431aa02622c12ea"),2896,M,18,14,60073,5
ObjectId("5e48218d6431aa02622c12eb"),2897,M,25,5,97405,5
ObjectId("5e48218d6431aa02622c12ec"),2898,M,18,4,02453,5
ObjectId("5e48218d6431aa02622c12ed"),2899,M,35,14,94133,5
ObjectId("5e48218d6431aa02622c12ee"),2900,M,18,12,95120,5
ObjectId("5e48218d6431aa02622c12ef"),2901,M,25,17,78749,5
ObjectId("5e48218d6431aa02622c12f0"),2902,M,25,12,98007,5
ObjectId("5e48218d6431aa02622c12f1"),2903,M,25,16,20850,5
ObjectId("5e48218d6431aa02622c12f2"),2904,M,25,4,16802,5
ObjectId("5e48218d6431aa02622c12f3"),2905,M,35,17,55407,5
ObjectId("5e48218d6431aa02622c12f4"),2906,M,35,19,55421,5
ObjectId("5e48218d6431aa02622c12f5"),2907,F,35,5,12345,5
ObjectId("5e48218d6431aa02622c12f6"),2908,M,18,2,74403,5
ObjectId("5e48218d6431aa02622c12f7"),2909,M,25,7,43228,5
ObjectId("5e48218d6431aa02622c12f8"),2910,M,1,19,75602,5
ObjectId("5e48218d6431aa02622c12f9"),2911,F,25,4,55455,5
ObjectId("5e48218d6431aa02622c12fa"),2912,F,18,4,48104,5
ObjectId("5e48218d6431aa02622c12fb"),2913,F,35,20,98119,5
ObjectId("5e48218d6431aa02622c12fc"),2914,M,25,4,92614,5
ObjectId("5e48218d6431aa02622c12fd"),2915,M,25,7,23423,5
ObjectId("5e48218d6431aa02622c12fe"),2916,M,45,2,98011,5
ObjectId("5e48218d6431aa02622c12ff"),2917,M,25,0,60201,5
ObjectId("5e48218d6431aa02622c1300"),2918,M,25,12,98112,5
ObjectId("5e48218d6431aa02622c1301"),2919,M,18,17,88076,5
ObjectId("5e48218d6431aa02622c1302"),2920,M,25,2,55116,5
ObjectId("5e48218d6431aa02622c1303"),2921,M,50,1,53221,5
ObjectId("5e48218d6431aa02622c1304"),2922,M,25,17,52402,5
ObjectId("5e48218d6431aa02622c1305"),2923,M,35,12,44256,5
ObjectId("5e48218d6431aa02622c1306"),2924,F,18,4,94121,5
ObjectId("5e48218d6431aa02622c1307"),2925,F,25,4,23454,5
ObjectId("5e48218d6431aa02622c1308"),2926,F,18,2,55118,5
ObjectId("5e48218d6431aa02622c1309"),2927,M,25,12,24060,5
ObjectId("5e48218d6431aa02622c130a"),2928,M,25,2,90068,5
ObjectId("5e48218d6431aa02622c130b"),2929,M,18,2,60614,5
ObjectId("5e48218d6431aa02622c130c"),2930,M,50,17,45420,5
ObjectId("5e48218d6431aa02622c130d"),2931,M,18,4,16803,5
ObjectId("5e48218d6431aa02622c130e"),2932,M,25,12,55346,5
ObjectId("5e48218d6431aa02622c130f"),2933,M,35,11,32082,5
ObjectId("5e48218d6431aa02622c1310"),2934,F,35,20,91324,5
ObjectId("5e48218d6431aa02622c1311"),2935,M,25,0,55126,5
ObjectId("5e48218d6431aa02622c1312"),2936,F,18,4,94122,5
ObjectId("5e48218d6431aa02622c1313"),2937,F,18,4,48103,5
ObjectId("5e48218d6431aa02622c1314"),2938,F,25,0,55345,5
ObjectId("5e48218d6431aa02622c1315"),2939,F,25,15,94901,5
ObjectId("5e48218d6431aa02622c1316"),2940,M,25,0,02143,5
ObjectId("5e48218d6431aa02622c1317"),2941,M,35,12,98033,5
ObjectId("5e48218d6431aa02622c1318"),2942,F,50,1,93103,5
ObjectId("5e48218d6431aa02622c1319"),2943,M,35,12,95864,5
ObjectId("5e48218d6431aa02622c131a"),2944,F,18,4,48104,5
ObjectId("5e48218d6431aa02622c131b"),2945,F,35,17,89507,5
ObjectId("5e48218d6431aa02622c131c"),2946,M,35,16,92630,5
ObjectId("5e48218d6431aa02622c131d"),2947,F,25,0,02138,5
ObjectId("5e48218d6431aa02622c131e"),2948,M,18,14,48185,5
ObjectId("5e48218d6431aa02622c131f"),2949,M,25,17,98033,5
ObjectId("5e48218d6431aa02622c1320"),2950,M,18,0,72761,5
ObjectId("5e48218d6431aa02622c1321"),2951,F,35,14,94303,5
ObjectId("5e48218d6431aa02622c1322"),2952,M,25,4,06511,5
ObjectId("5e48218d6431aa02622c1323"),2953,M,25,20,23225,5
ObjectId("5e48218d6431aa02622c1324"),2954,M,18,2,11435,5
ObjectId("5e48218d6431aa02622c1325"),2955,M,35,14,92025,5
ObjectId("5e48218d6431aa02622c1326"),2956,M,25,12,50265,5
ObjectId("5e48218d6431aa02622c1327"),2957,M,18,4,48104,5
ObjectId("5e48218d6431aa02622c1328"),2958,M,25,7,91911,5
ObjectId("5e48218d6431aa02622c1329"),2959,M,35,17,06074,5
ObjectId("5e48218d6431aa02622c132a"),2960,M,18,4,48104,5
ObjectId("5e48218d6431aa02622c132b"),2961,M,50,17,91977,5
ObjectId("5e48218d6431aa02622c132c"),2962,M,35,3,94109,5
ObjectId("5e48218d6431aa02622c132d"),2963,F,18,4,48104,5
ObjectId("5e48218d6431aa02622c132e"),2964,M,25,17,07030,5
ObjectId("5e48218d6431aa02622c132f"),2965,F,35,4,48103,5
ObjectId("5e48218d6431aa02622c1330"),2966,F,25,4,48104,5
ObjectId("5e48218d6431aa02622c1331"),2967,M,25,0,94110,5
ObjectId("5e48218d6431aa02622c1332"),2968,F,18,0,48104,5
ObjectId("5e48218d6431aa02622c1333"),2969,M,25,7,06851,5
ObjectId("5e48218d6431aa02622c1334"),2970,M,18,4,48104,5
ObjectId("5e48218d6431aa02622c1335"),2971,M,25,4,48104,5
ObjectId("5e48218d6431aa02622c1336"),2972,M,25,4,97330,5
ObjectId("5e48218d6431aa02622c1337"),2973,F,18,4,48108,5
ObjectId("5e48218d6431aa02622c1338"),2974,M,18,4,48105,5
ObjectId("5e48218d6431aa02622c1339"),2975,M,35,11,20879,5
ObjectId("5e48218d6431aa02622c133a"),2976,M,18,20,86001,5
ObjectId("5e48218d6431aa02622c133b"),2977,F,18,4,48104,5
ObjectId("5e48218d6431aa02622c133c"),2978,M,35,20,45236,5
ObjectId("5e48218d6431aa02622c133d"),2979,M,35,2,45243,5
ObjectId("5e48218d6431aa02622c133e"),2980,M,45,7,91766,5
ObjectId("5e48218d6431aa02622c133f"),2981,M,45,6,52556,5
ObjectId("5e48218d6431aa02622c1340"),2982,M,25,4,54902,5
ObjectId("5e48218d6431aa02622c1341"),2983,M,18,4,97850,5
ObjectId("5e48218d6431aa02622c1342"),2984,M,25,4,48105,5
ObjectId("5e48218d6431aa02622c1343"),2985,M,18,4,97333,5
ObjectId("5e48218d6431aa02622c1344"),2986,M,25,4,24060,5
ObjectId("5e48218d6431aa02622c1345"),2987,M,18,4,15213,5
ObjectId("5e48218d6431aa02622c1346"),2988,F,18,6,92122,5
ObjectId("5e48218d6431aa02622c1347"),2989,M,35,12,97330,5
ObjectId("5e48218d6431aa02622c1348"),2990,M,35,12,45243,5
ObjectId("5e48218d6431aa02622c1349"),2991,M,50,1,48105,5
ObjectId("5e48218d6431aa02622c134a"),2992,M,18,4,14853,5
ObjectId("5e48218d6431aa02622c134b"),2993,M,18,19,12133,5
ObjectId("5e48218d6431aa02622c134c"),2994,M,35,5,95008,5
ObjectId("5e48218d6431aa02622c134d"),2995,M,25,15,97333,5
ObjectId("5e48218d6431aa02622c134e"),2996,M,18,0,63011,5
ObjectId("5e48218d6431aa02622c134f"),2997,F,35,16,45238,5
ObjectId("5e48218d6431aa02622c1350"),2998,F,25,1,45241,5
ObjectId("5e48218d6431aa02622c1351"),2999,M,25,7,33813,5
ObjectId("5e48218d6431aa02622c1352"),3000,M,25,4,55408,5
ObjectId("5e48218d6431aa02622c1353"),3001,M,18,4,94704,5
ObjectId("5e48218d6431aa02622c1354"),3002,M,45,11,90028,5
ObjectId("5e48218d6431aa02622c1355"),3003,M,18,15,94606,5
ObjectId("5e48218d6431aa02622c1356"),3004,F,18,4,02138,5
ObjectId("5e48218d6431aa02622c1357"),3005,M,25,17,94133,5
ObjectId("5e48218d6431aa02622c1358"),3006,M,18,4,45750,5
ObjectId("5e48218d6431aa02622c1359"),3007,M,35,0,33174,5
ObjectId("5e48218d6431aa02622c135a"),3008,M,18,4,94403,5
ObjectId("5e48218d6431aa02622c135b"),3009,F,35,3,55112,5
ObjectId("5e48218d6431aa02622c135c"),3010,M,25,12,78759,5
ObjectId("5e48218d6431aa02622c135d"),3011,M,25,1,10003,5
ObjectId("5e48218d6431aa02622c135e"),3012,M,25,12,78660,5
ObjectId("5e48218d6431aa02622c135f"),3013,M,45,17,97124,5
ObjectId("5e48218d6431aa02622c1360"),3014,M,35,7,06430,5
ObjectId("5e48218d6431aa02622c1361"),3015,M,56,6,62707,5
ObjectId("5e48218d6431aa02622c1362"),3016,M,18,12,78759,5
ObjectId("5e48218d6431aa02622c1363"),3017,F,35,9,85255,5
ObjectId("5e48218d6431aa02622c1364"),3018,M,35,0,45242,5
ObjectId("5e48218d6431aa02622c1365"),3019,M,50,12,97330,5
ObjectId("5e48218d6431aa02622c1366"),3020,F,35,7,60302,5
ObjectId("5e48218d6431aa02622c1367"),3021,F,45,15,78750,5
ObjectId("5e48218d6431aa02622c1368"),3022,M,25,17,78730,5
ObjectId("5e48218d6431aa02622c1369"),3023,F,25,7,92108,5
ObjectId("5e48218d6431aa02622c136a"),3024,M,35,17,14302,5
ObjectId("5e48218d6431aa02622c136b"),3025,F,35,0,90004,5
ObjectId("5e48218d6431aa02622c136c"),3026,F,18,4,45750,5
ObjectId("5e48218d6431aa02622c136d"),3027,M,18,4,85719,5
ObjectId("5e48218d6431aa02622c136e"),3028,M,1,10,12701,5
ObjectId("5e48218d6431aa02622c136f"),3029,M,18,4,92037,5
ObjectId("5e48218d6431aa02622c1370"),3030,M,35,1,48103,5
ObjectId("5e48218d6431aa02622c1371"),3031,M,18,4,48135,5
ObjectId("5e48218d6431aa02622c1372"),3032,M,25,0,47303,5
ObjectId("5e48218d6431aa02622c1373"),3033,M,18,4,02906,5
ObjectId("5e48218d6431aa02622c1374"),3034,F,18,1,33143,5
ObjectId("5e48218d6431aa02622c1375"),3035,F,25,7,90230,5
ObjectId("5e48218d6431aa02622c1376"),3036,M,56,13,14843,5
ObjectId("5e48218d6431aa02622c1377"),3037,F,25,2,97333,5
ObjectId("5e48218d6431aa02622c1378"),3038,F,35,2,97401,5
ObjectId("5e48218d6431aa02622c1379"),3039,F,50,3,33611,5
ObjectId("5e48218d6431aa02622c137a"),3040,M,25,8,22046,5
ObjectId("5e48218d6431aa02622c137b"),3041,M,25,4,97333,5
ObjectId("5e48218d6431aa02622c137c"),3042,M,56,1,49042,5
ObjectId("5e48218d6431aa02622c137d"),3043,M,18,2,90069,5
ObjectId("5e48218d6431aa02622c137e"),3044,M,35,16,77301,5
ObjectId("5e48218d6431aa02622c137f"),3045,M,45,1,90631,5
ObjectId("5e48218d6431aa02622c1380"),3046,M,1,4,46311,5
ObjectId("5e48218d6431aa02622c1381"),3047,F,25,4,94117,5
ObjectId("5e48218d6431aa02622c1382"),3048,M,18,2,02066,5
ObjectId("5e48218d6431aa02622c1383"),3049,F,50,0,02421,5
ObjectId("5e48218d6431aa02622c1384"),3050,M,35,12,94025,5
ObjectId("5e48218d6431aa02622c1385"),3051,M,18,17,94063,5
ObjectId("5e48218d6431aa02622c1386"),3052,M,35,12,10036,5
ObjectId("5e48218d6431aa02622c1387"),3053,F,25,3,55102,5
ObjectId("5e48218d6431aa02622c1388"),3054,M,18,4,44056,5
ObjectId("5e48218d6431aa02622c1389"),3055,F,25,3,98501,5
ObjectId("5e48218d6431aa02622c138a"),3056,M,25,18,10309,5
ObjectId("5e48218d6431aa02622c138b"),3057,F,25,12,55438,5
ObjectId("5e48218d6431aa02622c138c"),3058,M,18,12,55123,5
ObjectId("5e48218d6431aa02622c138d"),3059,M,35,0,75023,5
ObjectId("5e48218d6431aa02622c138e"),3060,F,35,1,92705,5
ObjectId("5e48218d6431aa02622c138f"),3061,M,45,2,29440,5
ObjectId("5e48218d6431aa02622c1390"),3062,M,18,4,03106,5
ObjectId("5e48218d6431aa02622c1391"),3063,M,18,4,03106,5
ObjectId("5e48218d6431aa02622c1392"),3064,M,35,17,90026,5
ObjectId("5e48218d6431aa02622c1393"),3065,F,18,4,48135,5
ObjectId("5e48218d6431aa02622c1394"),3066,M,18,4,61801,5
ObjectId("5e48218d6431aa02622c1395"),3067,F,25,0,02148,5
ObjectId("5e48218d6431aa02622c1396"),3068,F,35,9,66204,5
ObjectId("5e48218d6431aa02622c1397"),3069,M,18,4,97470,5
ObjectId("5e48218d6431aa02622c1398"),3070,F,18,4,10708,5
ObjectId("5e48218d6431aa02622c1399"),3071,M,25,1,02115,5
ObjectId("5e48218d6431aa02622c139a"),3072,M,50,1,55126,5
ObjectId("5e48218d6431aa02622c139b"),3073,M,25,0,90028,5
ObjectId("5e48218d6431aa02622c139c"),3074,M,25,0,23451,5
ObjectId("5e48218d6431aa02622c139d"),3075,F,25,11,06107,5
ObjectId("5e48218d6431aa02622c139e"),3076,M,35,17,30024,5
ObjectId("5e48218d6431aa02622c139f"),3077,M,18,4,43202,5
ObjectId("5e48218d6431aa02622c13a0"),3078,F,35,1,02155,5
ObjectId("5e48218d6431aa02622c13a1"),3079,F,25,1,55410,5
ObjectId("5e48218d6431aa02622c13a2"),3080,M,25,20,55410,5
ObjectId("5e48218d6431aa02622c13a3"),3081,M,25,7,77252,5
ObjectId("5e48218d6431aa02622c13a4"),3082,F,35,6,45459,5
ObjectId("5e48218d6431aa02622c13a5"),3083,F,50,0,97403,5
ObjectId("5e48218d6431aa02622c13a6"),3084,M,25,16,01581,5
ObjectId("5e48218d6431aa02622c13a7"),3085,M,25,4,78703,5
ObjectId("5e48218d6431aa02622c13a8"),3086,M,18,12,98105,5
ObjectId("5e48218d6431aa02622c13a9"),3087,F,1,1,90802,5
ObjectId("5e48218d6431aa02622c13aa"),3088,F,25,4,87110,5
ObjectId("5e48218d6431aa02622c13ab"),3089,M,45,16,93448,5
ObjectId("5e48218d6431aa02622c13ac"),3090,M,25,2,90004,5
ObjectId("5e48218d6431aa02622c13ad"),3091,F,25,0,19107,5
ObjectId("5e48218d6431aa02622c13ae"),3092,M,35,15,98108,5
ObjectId("5e48218d6431aa02622c13af"),3093,F,45,20,89134,5
ObjectId("5e48218d6431aa02622c13b0"),3094,M,35,0,30030,5
ObjectId("5e48218d6431aa02622c13b1"),3095,F,25,3,06810,5
ObjectId("5e48218d6431aa02622c13b2"),3096,F,45,3,38028,5
ObjectId("5e48218d6431aa02622c13b3"),3097,F,25,5,10021,5
ObjectId("5e48218d6431aa02622c13b4"),3098,M,25,4,55112,5
ObjectId("5e48218d6431aa02622c13b5"),3099,M,25,17,20910,5
ObjectId("5e48218d6431aa02622c13b6"),3100,F,25,6,91423,5
ObjectId("5e48218d6431aa02622c13b7"),3101,M,18,15,91101,5
ObjectId("5e48218d6431aa02622c13b8"),3102,M,25,12,34170,5
ObjectId("5e48218d6431aa02622c13b9"),3103,M,25,20,64112,5
ObjectId("5e48218d6431aa02622c13ba"),3104,M,18,17,02118,5
ObjectId("5e48218d6431aa02622c13bb"),3105,M,35,12,98166,5
ObjectId("5e48218d6431aa02622c13bc"),3106,M,25,0,33142,5
ObjectId("5e48218d6431aa02622c13bd"),3107,M,25,17,92656,5
ObjectId("5e48218d6431aa02622c13be"),3108,M,50,6,22039,5
ObjectId("5e48218d6431aa02622c13bf"),3109,F,25,11,43201,5
ObjectId("5e48218d6431aa02622c13c0"),3110,M,25,0,10002,5
ObjectId("5e48218d6431aa02622c13c1"),3111,M,18,4,56520,5
ObjectId("5e48218d6431aa02622c13c2"),3112,M,18,12,98133,5
ObjectId("5e48218d6431aa02622c13c3"),3113,M,25,10,55414,5
ObjectId("5e48218d6431aa02622c13c4"),3114,M,18,5,65211,5
ObjectId("5e48218d6431aa02622c13c5"),3115,M,35,17,48323,5
ObjectId("5e48218d6431aa02622c13c6"),3116,M,25,12,98034,5
ObjectId("5e48218d6431aa02622c13c7"),3117,M,35,0,83704,5
ObjectId("5e48218d6431aa02622c13c8"),3118,M,25,0,77025,5
ObjectId("5e48218d6431aa02622c13c9"),3119,M,45,1,37027,5
ObjectId("5e48218d6431aa02622c13ca"),3120,M,18,4,55414,5
ObjectId("5e48218d6431aa02622c13cb"),3121,M,25,2,32118,5
ObjectId("5e48218d6431aa02622c13cc"),3122,F,25,7,22209,5
ObjectId("5e48218d6431aa02622c13cd"),3123,M,25,2,90401,5
ObjectId("5e48218d6431aa02622c13ce"),3124,M,25,12,30337,5
ObjectId("5e48218d6431aa02622c13cf"),3125,M,25,7,10025,5
ObjectId("5e48218d6431aa02622c13d0"),3126,M,25,2,32118,5
ObjectId("5e48218d6431aa02622c13d1"),3127,F,25,0,10003,5
ObjectId("5e48218d6431aa02622c13d2"),3128,M,18,2,10012,5
ObjectId("5e48218d6431aa02622c13d3"),3129,M,25,7,21117,5
ObjectId("5e48218d6431aa02622c13d4"),3130,M,25,7,32835,5
ObjectId("5e48218d6431aa02622c13d5"),3131,F,25,2,90036,5
ObjectId("5e48218d6431aa02622c13d6"),3132,M,35,7,98467,5
ObjectId("5e48218d6431aa02622c13d7"),3133,M,18,4,33720,5
ObjectId("5e48218d6431aa02622c13d8"),3134,M,18,4,55455,5
ObjectId("5e48218d6431aa02622c13d9"),3135,M,25,15,12345,5
ObjectId("5e48218d6431aa02622c13da"),3136,F,25,4,72801,5
ObjectId("5e48218d6431aa02622c13db"),3137,M,25,11,11217,5
ObjectId("5e48218d6431aa02622c13dc"),3138,M,35,17,46229,5
ObjectId("5e48218d6431aa02622c13dd"),3139,M,56,13,89128,5
ObjectId("5e48218d6431aa02622c13de"),3140,F,25,4,78728,5
ObjectId("5e48218d6431aa02622c13df"),3141,M,25,14,81679,5
ObjectId("5e48218d6431aa02622c13e0"),3142,M,25,20,85719,5
ObjectId("5e48218d6431aa02622c13e1"),3143,F,50,16,90272,5
ObjectId("5e48218d6431aa02622c13e2"),3144,F,25,7,85260,5
ObjectId("5e48218d6431aa02622c13e3"),3145,M,18,4,02138,5
ObjectId("5e48218d6431aa02622c13e4"),3146,M,25,0,31605,5
ObjectId("5e48218d6431aa02622c13e5"),3147,M,25,14,49355,5
ObjectId("5e48218d6431aa02622c13e6"),3148,M,18,20,72837,5
ObjectId("5e48218d6431aa02622c13e7"),3149,M,18,4,92602,5
ObjectId("5e48218d6431aa02622c13e8"),3150,F,25,3,92831,5
ObjectId("5e48218d6431aa02622c13e9"),3151,F,25,0,92870,5
ObjectId("5e48218d6431aa02622c13ea"),3152,M,18,4,61801,5
ObjectId("5e48218d6431aa02622c13eb"),3153,F,25,4,73160,5
ObjectId("5e48218d6431aa02622c13ec"),3154,F,25,4,95616,5
ObjectId("5e48218d6431aa02622c13ed"),3155,M,25,7,55112,5
ObjectId("5e48218d6431aa02622c13ee"),3156,M,35,7,07663,5
ObjectId("5e48218d6431aa02622c13ef"),3157,M,25,12,92880,5
ObjectId("5e48218d6431aa02622c13f0"),3158,M,25,15,15217,5
ObjectId("5e48218d6431aa02622c13f1"),3159,F,25,15,15213,5
ObjectId("5e48218d6431aa02622c13f2"),3160,M,25,17,77521,5
ObjectId("5e48218d6431aa02622c13f3"),3161,M,25,7,55408,5
ObjectId("5e48218d6431aa02622c13f5"),3163,M,18,15,95616,5
ObjectId("5e48218d6431aa02622c13f6"),3164,M,18,12,55118,5
ObjectId("5e48218d6431aa02622c13f7"),3165,M,35,7,60611,5
ObjectId("5e48218d6431aa02622c13f8"),3166,M,18,4,32607,5
ObjectId("5e48218d6431aa02622c13f9"),3167,M,25,2,77056,5
ObjectId("5e48218d6431aa02622c13fa"),3168,F,35,5,94546,5
ObjectId("5e48218d6431aa02622c13fb"),3169,M,50,0,23518,5
ObjectId("5e48218d6431aa02622c13fc"),3170,M,25,0,08461,5
ObjectId("5e48218d6431aa02622c13fd"),3171,F,50,3,10128,5
ObjectId("5e48218d6431aa02622c13fe"),3172,M,18,12,55408,5
ObjectId("5e48218d6431aa02622c13ff"),3173,M,25,12,55317,5
ObjectId("5e48218d6431aa02622c1400"),3174,F,18,14,10018,5
ObjectId("5e48218d6431aa02622c1401"),3175,M,35,16,10014,5
ObjectId("5e48218d6431aa02622c1402"),3176,M,25,17,95129,5
ObjectId("5e48218d6431aa02622c1403"),3177,F,25,6,94132,5
ObjectId("5e48218d6431aa02622c1404"),3178,F,35,5,44313,5
ObjectId("5e48218d6431aa02622c1405"),3179,F,18,20,02125,5
ObjectId("5e48218d6431aa02622c1406"),3180,M,25,14,07430,5
ObjectId("5e48218d6431aa02622c1407"),3181,M,25,12,07436,5
ObjectId("5e48218d6431aa02622c1408"),3182,M,25,12,12866,5
ObjectId("5e48218d6431aa02622c1409"),3183,M,50,7,60510,5
ObjectId("5e48218d6431aa02622c140a"),3184,F,25,18,21214,5
ObjectId("5e48218d6431aa02622c140b"),3185,M,18,7,55337,5
ObjectId("5e48218d6431aa02622c140c"),3186,M,50,1,92122,5
ObjectId("5e48218d6431aa02622c140d"),3187,M,35,12,32935,5
ObjectId("5e48218d6431aa02622c140e"),3188,M,56,13,55344,5
ObjectId("5e48218d6431aa02622c140f"),3189,M,25,16,90292,5
ObjectId("5e48218d6431aa02622c1410"),3190,M,1,17,97062,5
ObjectId("5e48218d6431aa02622c1411"),3191,M,25,12,27707,5
ObjectId("5e48218d6431aa02622c1412"),3192,M,18,4,02912,5
ObjectId("5e48218d6431aa02622c1413"),3193,M,25,0,92019,5
ObjectId("5e48218d6431aa02622c1414"),3194,M,25,15,92648,5
ObjectId("5e48218d6431aa02622c1415"),3195,M,18,4,80228,5
ObjectId("5e48218d6431aa02622c1416"),3196,F,18,4,45219,5
ObjectId("5e48218d6431aa02622c1417"),3197,F,18,14,94110,5
ObjectId("5e48218d6431aa02622c1418"),3198,M,25,12,94110,5
ObjectId("5e48218d6431aa02622c1419"),3199,M,18,0,57106,5
ObjectId("5e48218d6431aa02622c141a"),3200,F,25,1,98144,5
